time (s),altitude (ft),altitude_rate (ft/s),distance (m),drag (lbf),electric_power_in_total (kW),fuel_flow_rate_negative_total (lbm/h),mach (unitless),mach_rate (1/s),mass (kg),specific_energy_rate_excess (m/s),throttle (unitless),thrust_net_total (lbf),velocity (m/s)
0.0,0.00034350482294344045,14.076073772832473,1.0,4613.32922437272,0.0,-3291.169834545027,0.2,0.0002665253610286058,32982.99729150654,28.694673415911065,0.32271640135271706,9869.833169400483,68.05737262040525
78.24522580586506,1070.9319306785228,13.30839031186375,5583.631345143241,4070.6849865186223,0.0,-3066.092300494875,0.22085433705667298,0.0002665253610286058,32951.71460373329,30.685165111181874,0.3006503440259486,8675.619891387032,74.87665564464776
186.2076673414992,2455.166459893819,12.354948483793123,14162.408668810633,3622.990321806682,0.0,-2864.6164911239025,0.24962906576448762,0.0002665253610286058,32911.520165097696,32.93039032256216,0.2809891027078265,7532.437140963005,84.22558784182655
220.37741095613688,2872.5780346290967,12.078747867063393,17087.924689080588,3534.3875894200346,0.0,-2818.727049198234,0.25873616901763385,0.0002665253610286058,32899.272172268466,33.511106720295565,0.27693428769480716,7261.792190413604,87.17087517707738
220.37741095613688,2872.5780346290967,12.078747867063393,17087.924689080588,3534.3875894200346,0.0,-2818.727049198234,0.25873616901763385,0.0002665253610286058,32899.272172268466,33.511106720295565,0.27693428769480716,7261.792190413604,87.17087517707738
380.1764018879056,4708.999533781218,10.950194287413213,32102.97069209514,3353.79783549124,0.0,-2700.8297956248985,0.3013266527677304,0.0002665253610286058,32843.8481643275,35.627540190779975,0.2678852048024339,6408.530749616016,100.8642647178964
600.666393938401,6990.986025241129,9.834323984928009,56397.44865706425,3405.132162609373,0.0,-2677.3918806204965,0.36009282750218313,0.0002665253610286058,32769.51503605411,37.76350270593976,0.2700036979568686,5868.350429334096,119.55466975928807
670.4507225511643,7668.366670191977,9.587765616361278,64942.78251813743,3480.4673640738,0.0,-2703.686560041727,0.3786921208798387,0.0002665253610286058,32745.870176021777,38.153887941176514,0.2744135980834312,5812.381737139253,125.42212229207001
670.4507225511643,7668.366670191977,9.587765616361278,64942.78251813743,3480.4673640738,0.0,-2703.686560041727,0.3786921208798387,0.0002665253610286058,32745.870176021777,38.153887941176514,0.2744135980834312,5812.381737139253,125.42212229207001
860.4359121476894,9444.795245132354,9.176261983252575,90274.32130452228,3738.8506238636246,0.0,-2817.4084075902833,0.4293279921271407,0.0002665253610286058,32679.85272406406,38.85116406987556,0.29153794978689196,5809.5498604008435,141.2737092920049
1122.5766972652616,11841.804635664335,9.232246870179297,130132.67373315222,4196.04509019145,0.0,-3026.824732524248,0.49919515952092375,0.0002665253610286058,32583.505175094946,38.19576302911289,0.28980381676770384,6074.353466787342,162.8114976363505
1205.543359476683,12614.258676871303,9.40065869307,143918.27317587464,4370.799683193189,0.0,-3102.8054479128295,0.5213078791201613,0.0002665253610286058,32551.456474518236,38.22450986410017,0.26897348393467985,6217.981933752768,169.5319051986855
1205.543359476683,12614.258676871303,9.40065869307,143918.27317587464,4370.799683193189,0.0,-3102.8054479128295,0.5213078791201613,0.0002665253610286058,32551.456474518236,38.22450986410017,0.26897348393467985,6217.981933752768,169.5319051986855
1365.342350408452,14155.125453370216,9.929202247816148,172030.30007690695,4734.609595110122,0.0,-3281.826333726281,0.5638983628702579,0.0002665253610286058,32487.238235305304,37.50350754022307,0.25687093287370966,6552.867991744014,182.31725767038475
1585.8323424589473,16464.063731712715,11.099787772489169,214131.34279495588,5230.359224903332,0.0,-3584.531614056272,0.6226645376047105,0.0002665253610286058,32392.00966971951,34.91418175584432,0.3164470333553853,7063.117211557222,199.54177397061957
1655.6166710717105,17255.003822385526,11.576884855660296,228241.15654889686,5377.455443829595,0.0,-3681.8662678165238,0.6412638309823662,0.0002665253610286058,32360.01643714,33.86491341422214,0.3418514959209686,7225.665437500804,204.87222038437466
1655.6166710717105,17255.003822385526,11.576884855660296,228241.15654889686,5377.455443829595,0.0,-3681.8662678165238,0.6412638309823662,0.0002665253610286058,32360.01643714,33.86491341422214,0.3418514959209686,7225.665437500804,204.87222038437466
1733.8618968775754,18183.73281224456,12.172786285438633,244500.25982659048,5540.60860515165,0.0,-3789.6461726185744,0.6621181680390391,0.0002665253610286058,32323.1815146652,32.46884407772391,0.37350991418749413,7411.546647122736,210.76854072027777
1841.8243384132095,19546.92874284055,13.100813294986473,267684.0578172522,5748.476350066496,0.0,-3928.166961372249,0.6908928967468537,0.0002665253610286058,32270.675259558953,30.174375297241273,0.42293544207272527,7659.379798714364,218.7494756005846
1875.9940820278473,20000.0,13.420091132485055,275199.9705488872,5819.044908199304,0.0,-3974.210871711899,0.7,0.0002665253610286058,32253.67376314934,29.325577771842543,0.4409379828058742,7744.539576705618,221.23462013353338
1875.9940820278473,20000.0,-2.00498951504698,275199.9705488872,5819.044908199304,0.0,-3109.259875177902,0.7,0.0,32253.67376314934,29.325577771842543,0.28275984366296636,5622.624129982468,221.23462013353338
2088.1052856722813,19582.26230808524,-1.933863858901087,322165.337280842,5907.611820674204,0.0,-3168.106336653137,0.7,0.0,32169.787777408837,30.084462074036907,0.2819465261097064,5718.96486170777,221.60191343655154
2380.7754541926292,19030.641696624254,-1.8357038994593495,387092.8714953676,6027.592252926234,0.0,-3247.153027844028,0.7,0.0,32051.4961413132,31.093530278759,0.2811598522734581,5849.568091382436,222.08601426922874
2473.404561868861,18862.04116707095,-1.8046315175668635,407671.2992816188,6064.948547676949,0.0,-3271.6229398749433,0.7,0.0,32013.455181275163,31.40382471547602,0.2809818750109882,5890.261682649426,222.2337723430638
2473.404561868861,18862.04116707095,-1.8046315175668635,407671.2992816188,6064.948547676949,0.0,-3271.6229398749433,0.7,0.0,32013.455181275163,31.40382471547602,0.2809818750109882,5890.261682649426,222.2337723430638
2944.3643631087753,18049.340565823637,-1.6466104608955954,512504.20860276936,6249.646747966535,0.0,-3391.7274599170278,0.7,0.0,31815.714955617783,32.91462470817055,0.280524102918762,6091.745816456862,222.94466628947382
3594.1927645648916,17050.196805106272,-1.428469777190665,657669.55557005,6487.321386173603,0.0,-3544.554012809177,0.7,0.0,31531.65198735157,34.81925376681591,0.2808324070659069,6352.090282357988,223.8156288081133
