time (s),altitude (ft),altitude_rate (ft/s),distance (m),drag (lbf),electric_power_in_total (kW),fuel_flow_rate_negative_total (lbm/h),mach (unitless),mach_rate (1/s),mass (kg),specific_energy_rate_excess (m/s),throttle (unitless),thrust_net_total (lbf),velocity (m/s)
0.0,0.00041655630503624464,12.371632929290149,1.0,4985.1938574199585,0.0,-3277.6509921583215,0.2,0.00023900134737156294,34401.46449018715,27.17781853121493,0.32129142495883267,9816.385112538532,68.05737260331436
90.74639443442925,1079.2678386511582,11.429870786607944,6491.272628738682,4348.856462156625,0.0,-3020.990706406111,0.22168851053893993,0.00023900134737156294,34365.529793656,29.224341211357835,0.2956321243801352,8486.745273562192,75.15729748796505
215.95789715287742,2436.5549663619804,10.278694521938478,16503.76916651342,3820.267090500621,0.0,-2793.1802386433287,0.25161422839506714,0.00023900134737156294,34319.866750004374,31.552580997930004,0.27257737284512235,7234.5088580503725,84.9009109508934
255.58690965608886,2837.323032823322,9.950168853057203,19926.85017043647,3714.4355762086616,0.0,-2742.2950266376406,0.26108561577833916,0.00023900134737156294,34306.03487326701,32.162362346009665,0.2677353588945069,6942.87240841138,87.97329956357227
255.58690965608886,2837.323032823322,9.950168853057203,19926.85017043647,3714.4355762086616,0.0,-2742.2950266376406,0.26108561577833916,0.00023900134737156294,34306.03487326701,32.162362346009665,0.2677353588945069,6942.87240841138,87.97329956357227
440.91684016580564,4554.383334570997,8.642374575404663,37549.007416890614,3491.0819916860546,0.0,-2616.4277140606273,0.3053797188784396,0.00023900134737156294,34243.705141978375,34.45725941591607,0.2563179413589128,6051.693933102505,102.27707278177348
696.6343178954006,6597.456108417256,7.4562803838435405,66201.57151801595,3548.979030152061,0.0,-2617.283997900693,0.36649654060227044,0.00023900134737156294,34159.98698549701,36.81092722290758,0.25851684676321657,5563.8131055934455,121.85345621182013
777.5680252802792,7191.290478384064,7.230278492666637,76310.81598518809,3633.423656181197,0.0,-2657.134098944857,0.3858398057150323,0.00023900134737156294,34133.11245462219,37.26922169572012,0.2634433904643249,5537.370997572147,128.01031054585758
777.5680252802792,7191.290478384064,7.230278492666637,76310.81598518809,3633.423656181197,0.0,-2657.134098944857,0.3858398057150323,0.00023900134737156294,34133.11245462219,37.26922169572012,0.2634433904643249,5537.370997572147,128.01031054585758
997.9069759863784,8746.940526928853,6.978971671520824,106350.52239537795,3936.094927874149,0.0,-2820.0917642920112,0.4385011118122263,0.00023900134737156294,34057.223857130375,38.16321803273945,0.2831018958063145,5643.843398598718,144.6616420893034
1301.929756144897,10923.18908998921,7.506312039717765,153777.0849982658,4481.807275259431,0.0,-3129.936374408689,0.5111629659017607,0.00023900134737156294,33943.5321900604,38.210793085998574,0.2941911464906388,6102.130469291181,167.2862672417012
1398.15192658921,11662.837765810886,7.8843781460620335,170213.95068006968,4695.0715948734105,0.0,-3232.072991384696,0.5341601942849677,0.00023900134737156294,33904.83709454755,38.309304027906855,0.2733168520971771,6320.001301958275,174.33177868495676
1398.15192658921,11662.837765810886,7.8843781460620335,170213.95068006968,4695.0715948734105,0.0,-3232.072991384696,0.5341601942849677,0.00023900134737156294,33904.83709454755,38.309304027906855,0.2733168520971771,6320.001301958275,174.33177868495676
1583.4818570989269,13212.220472431443,8.89866160788862,203765.81940366223,5114.33634981296,0.0,-3457.5139248785586,0.5784542973850683,0.00023900134737156294,33826.700205656256,37.59346971474857,0.2610616076762167,6781.735047139267,187.6928655936246
1839.1993348285218,15730.488867290289,10.916560754038862,254057.32586442743,5649.689391433057,0.0,-3823.3128723447094,0.639571119108899,0.00023900134737156294,33709.41052285458,34.8052621962954,0.32698041631681884,7434.820511338169,205.54083028953173
1920.1330422134006,16645.412088033983,11.70461179956282,270914.9181372791,5801.672205677703,0.0,-3937.352294029552,0.6589143842216608,0.00023900134737156294,33669.71577526852,33.51638059512853,0.3568854763015004,7635.999976736087,211.01031290503633
1920.1330422134006,16645.412088033983,11.70461179956282,270914.9181372791,5801.672205677703,0.0,-3937.352294029552,0.6589143842216608,0.00023900134737156294,33669.71577526852,33.51638059512853,0.3568854763015004,7635.999976736087,211.01031290503633
2010.8794366478296,17750.848001729937,12.673630898951451,290335.55398519116,5949.289646966058,0.0,-4053.461834741492,0.6806028947606007,0.00023900134737156294,33623.96986808498,31.816193648841267,0.39373450784118114,7844.820593747272,217.02016218525586
2136.090939366278,19428.92752171127,14.158942752372333,318012.4167887238,6151.844686914397,0.0,-4194.674861913148,0.7105286126167278,0.00023900134737156294,33558.840057975955,28.562535080621483,0.45896805156603265,8141.627934797646,225.07169541154735
2175.7199518694893,20000.00000000665,14.664856558523221,326979.68111438537,6219.454433635111,0.0,-4237.321319075801,0.72,0.00023900134737156294,33537.7957555418,27.32096444534822,0.4839850428135228,8241.326347023527,227.55560928019975
2175.7199518694893,20000.00000000672,-1.5446380578805918,326979.68111438537,6219.454433635096,0.0,-3330.5355754630687,0.72,0.0,33537.7957555418,27.320964445348146,0.32028619891798343,6066.47856676856,227.5556092801997
2440.1810142219238,19598.74071013421,-1.489903176546746,387207.3555593309,6312.023581756989,0.0,-3387.7158217430456,0.72,1.1953057072033322e-19,33425.86254790013,27.935421895691228,0.3202306328712994,6165.1951021645555,227.9185057629807
2805.083303002031,19068.854068459863,-1.4143585651421207,470462.86215982825,6437.4093923912715,0.0,-3464.640254184087,0.72,5.976528536016661e-20,33268.33562855682,28.75403129725561,0.3204077097163297,6298.973191330727,228.396869885538
2920.5736297736366,18906.890277781797,-1.3904437244773982,496848.71559464,6476.443665413185,0.0,-3488.4767489323895,0.72,2.3906114144066645e-19,33217.74925294935,29.006209910987117,0.32051646157977576,6340.641991034964,228.54289047870367
2920.5736297736366,18906.890277781797,-1.3904437244773982,496848.71559464,6476.443665413185,0.0,-3488.4767489323895,0.72,2.3906114144066645e-19,33217.74925294935,29.006209910987117,0.32051646157977576,6340.641991034964,228.54289047870367
3507.768116539105,18126.136607888213,-1.2688131551232558,631255.7695359949,6669.4494554716475,0.0,-3605.6321868672126,0.72,0.0,32955.30002602652,30.237757546400278,0.321397707933921,6546.88308818186,229.2455161012613
4317.976660185633,17166.15499606192,-1.1008810778652927,817346.5081590997,6917.892434962169,0.0,-3755.032161622719,0.7200000000000002,8.964792804024993e-20,32579.534483083928,31.802616146705887,0.32326786500567756,6813.154141744737,230.10656572612965
4574.40489408819,16890.675617223627,-1.0477053687914928,876382.9265212966,6991.525424272619,0.0,-3799.076837879015,0.7200000000000001,0.0,32457.51613419163,32.26637778023008,0.3239649166833925,6892.325884421139,230.35307552443928
4574.40489408819,16890.675617223627,-1.0477053687914928,876382.9265212966,6991.525424272619,0.0,-3799.076837879015,0.7200000000000001,0.0,32457.51613419163,32.26637778023008,0.3239649166833925,6892.325884421139,230.35307552443928
5402.989408021638,16093.77476791424,-0.8757964570172168,1067548.9231764798,7210.814786300152,0.0,-3929.8250220443133,0.7200000000000003,2.9882642680083306e-20,32053.995860489376,33.66383648310238,0.3264128617943159,7129.175175879406,231.0647295596389
6546.266920758604,15228.186627810754,-0.638384754124921,1332176.0989883663,7460.586854103012,0.0,-4078.64506341096,0.7200000000000001,-2.9882642680083306e-20,31476.91153124725,35.34476063541746,0.32992232638324975,7402.343838996601,231.83552883615582
6908.110344591407,15010.794301878102,-0.563193427785526,1416097.1473411708,7525.56857545919,0.0,-4117.553620694588,0.7200000000000002,-2.9882642680083306e-20,31290.106721254957,35.817886891924566,0.33099532216353766,7474.533102765678,232.0286977596788
6908.110344591407,15010.794301878102,-0.563193427785526,1416097.1473411708,7525.56857545919,0.0,-4117.553620694588,0.7200000000000002,-2.9882642680083306e-20,31290.106721254957,35.817886891924566,0.33099532216353766,7474.533102765678,232.0286977596788
7866.096277099103,14566.65940655647,-0.36400407851823313,1638571.9141407087,7662.369632729439,0.0,-4200.434196406683,0.72,1.4941321340041653e-20,30787.964998655294,36.933594949845926,0.3336287276080349,7629.968683444875,232.4227959150729
9187.921336265452,14267.306768350514,-0.08887938693744622,1945993.6441357208,7762.230827362362,0.0,-4264.681987905149,0.7200000000000001,0.0,30082.49818891424,38.140386681236706,0.33656584972232545,7754.509533528837,232.68805603290727
9606.27444807619,14248.351266539736,-0.0017347427403070468,2043340.3392774845,7771.515448760028,0.0,-4272.541726178897,0.7200000000000001,-2.9882642680083306e-20,29857.542267590077,38.43903443529084,0.3372965247281493,7771.365882740874,232.70484281675553
9606.27444807619,14248.351266539736,-0.0017347427403070468,2043340.3392774845,7771.515448760028,0.0,-4272.541726178897,0.7200000000000001,-2.9882642680083306e-20,29857.542267590077,38.43903443529084,0.3372965247281493,7771.365882740874,232.70484281675553
10564.260380583884,14342.319292991877,0.19794187843414932,2266233.579473246,7751.621883035405,0.0,-4267.627552238243,0.72,0.0,29341.99831102694,38.96351663910505,0.3385921883868247,7768.39935538408,232.621614183365
11886.085439750235,14786.205257722746,0.4737389057932194,2573483.048624715,7630.417149996259,0.0,-4208.607951728418,0.72,0.0,28635.5644402646,39.29580427328266,0.3395673929583982,7669.670734136129,232.2280658403944
12304.438551560974,15002.667380529956,0.5610963419654212,2670594.0737481485,7569.86187228635,0.0,-4177.504870494541,0.72,-1.4941321340041653e-20,28414.594425390325,39.29833129048315,0.33971034474007894,7616.033258060408,232.03591495403023
12304.438551560974,15002.667380529956,0.5610963419654212,2670594.0737481485,7569.86187228635,0.0,-4177.504870494541,0.72,-1.4941321340041653e-20,28414.594425390325,39.29833129048315,0.33971034474007894,7616.033258060408,232.03591495403023
13133.023065494423,15539.294943777491,0.7342126840638186,2862660.567068772,7419.544215787185,0.0,-4098.752290129592,0.7200000000000001,-3.9220968517609345e-20,27982.518877317238,39.14477607699587,0.3398258991594721,7479.164866434009,231.55875123968855
14276.300578231385,16515.346404375305,0.973290394363391,3126915.241017784,7149.325999286141,0.0,-3954.1603869598307,0.7199999999999999,0.0,27402.159376237818,38.55631164977919,0.3398361778541317,7227.013376823053,230.6885214033153
14638.144002064191,16881.223529700048,1.0490090063509878,3210328.1046439554,7049.624648100722,0.0,-3900.14082079112,0.7199999999999999,0.0,27223.147851356287,38.27123011007254,0.33986916568751735,7132.9269165010455,230.36152905925326
14638.144002064191,16881.223529700048,1.0490090063509878,3210328.1046439554,7049.624648100722,0.0,-3900.14082079112,0.7199999999999999,0.0,27223.147851356287,38.27123011007254,0.33986916568751735,7132.9269165010455,230.36152905925326
15225.33848882966,17533.283870256328,1.1719366457255287,3345424.269956705,6874.446598707932,0.0,-3804.502017517993,0.72,-2.9882642680083306e-20,26938.12861613433,37.69964013548931,0.34003429245649397,6966.7702575134135,229.77764341251213
16035.547032476185,18551.543611812136,1.3416584148758985,3531227.3452726225,6607.6538953046465,0.0,-3657.205817870742,0.72,0.0,26557.165192476856,36.675775601177804,0.3406619690345066,6712.269729868269,228.8629394512818
16291.975266378744,18902.472945831978,1.3954005553145614,3589873.435811237,6517.686480918925,0.0,-3607.098856654202,0.72,0.0,26439.82117409972,36.29165053284752,0.34100530015819247,6626.161902195764,228.54687170743082
16291.975266378744,18902.472945831978,1.3954005553145614,3589873.435811237,6517.686480918925,0.0,-3607.098856654202,0.72,0.0,26439.82117409972,36.29165053284752,0.34100530015819247,6626.161902195764,228.54687170743082
16556.43632873118,19278.832449637775,1.4508391975325363,3650270.119914745,6422.369418969707,0.0,-3553.766926640503,0.7200000000000001,0.0,26320.518341822128,35.86381814756232,0.34145713632880415,6534.812611699689,228.2074253958276
16921.338617511286,19822.206599500976,1.527354855317628,3733454.3320069504,6286.845215964887,0.0,-3477.502708091011,0.72,-5.976528536016661e-20,26158.873056659286,35.21941322039056,0.3422697805269018,6404.745201261464,227.7164741922785
17036.828944282894,20000.000000006396,1.5515770288416908,3759744.0472932016,6243.058339969162,0.0,-3452.7476324236804,0.72,1.1953057072033322e-19,26108.450166955176,35.0020236224109,0.34258076924085484,6362.681731086356,227.5556092802
17036.828944282894,20000.000000002943,-16.977420725756627,3759744.0472932016,6243.058339970019,0.0,-2699.2810496616376,0.72,-0.0002192776949890837,26108.450166955176,35.002023622415514,0.20442266130712425,4527.368626011116,227.55560928020307
17135.737821175364,18376.533283578425,-15.859125442053681,3781973.17707353,6162.089851988158,0.0,-2720.251126288376,0.6983114894610601,-0.0002192776949890837,26074.764631398855,39.47101684971604,0.17603555415208716,4502.232152936887,222.1216391447938
