time (s),altitude (ft),altitude_rate (ft/s),distance (m),drag (lbf),electric_power_in_total (kW),fuel_flow_rate_negative_total (lbm/h),mach (unitless),mach_rate (1/s),mass (kg),specific_energy_rate_excess (m/s),throttle (unitless),thrust_net_total (lbf),velocity (m/s)
0.0,0.0003313043207169486,6.122032694456143,1.0,5928.598152836963,0.0,-2936.494074811155,0.2,9.000899189490182e-05,37708.547631516994,24.02196954819102,0.2853311878664324,8467.587845794093,68.05737262325962
139.0150247279073,838.7704255646061,5.948923051488715,9740.303163506409,5447.715598692022,0.0,-2802.036283162682,0.2125126022340038,9.000899189490182e-05,37658.3276955312,25.03637591368367,0.273419295802057,7793.999798302837,72.10644076849036
330.8273854845738,1959.7030230794553,5.745783208563132,24100.518217174693,4934.8757390468945,0.0,-2658.0514403776156,0.22977743945869258,9.000899189490182e-05,37592.44527585878,26.25950257229118,0.26104244000332355,7060.899167322061,77.66175948270329
391.5353418437342,2306.8071460834713,5.6901185040375974,28867.1866814699,4802.253558937787,0.0,-2621.66050997725,0.23524170141058032,9.000899189490182e-05,37572.25268904303,26.597695078409437,0.2580194983558385,6867.948493751341,79.41240306362045
391.5353418437342,2306.8071460834713,5.6901185040375974,28867.1866814699,4802.253558937787,0.0,-2621.66050997725,0.23524170141058032,9.000899189490182e-05,37572.25268904303,26.597695078409437,0.2580194983558385,6867.948493751341,79.41240306362045
675.4435349262229,3890.994971512035,5.48486377519129,52565.305878983534,4328.740044368897,0.0,-2491.1623029656835,0.26079599166063827,9.000899189490182e-05,37480.96293819535,27.91841609770333,0.2484319040517713,6161.200960468332,87.55049935054707
1067.1788948982835,6007.67756777487,5.350623447067199,89033.87165461476,3963.5884419892573,0.0,-2397.785785223783,0.29605569650130986,9.000899189490182e-05,37360.723006114145,29.123146915796205,0.24472877957718145,5577.255814134169,98.64185241316561
1191.1617969579324,6670.481767252122,5.344125088694795,101477.84774900383,3897.002920869295,0.0,-2382.255522055881,0.30721527252790326,9.000899189490182e-05,37323.34629397801,29.416312107529592,0.24539811333927367,5460.569370407213,102.11666304544066
1191.1617969579324,6670.481767252122,5.344125088694795,101477.84774900383,3897.002920869295,0.0,-2382.255522055881,0.30721527252790326,9.000899189490182e-05,37323.34629397801,29.416312107529592,0.24539811333927367,5460.569370407213,102.11666304544066
1528.7005484624033,8482.53554277929,5.414113869075374,137526.86001058153,3798.454969253752,0.0,-2364.044405384412,0.33759679527628444,9.000899189490182e-05,37222.460909594985,29.97732109670522,0.2508841878114909,5261.90727336731,111.48084335868704
1994.4351329050078,11066.12103783018,5.721250087178058,192400.82847265858,3761.689266506985,0.0,-2358.6810076040947,0.37951709571255426,9.000899189490182e-05,37084.003608014995,29.74808397363009,0.24245355162257198,5155.6199309269805,124.13712013238549
2141.8385365008876,11920.065818876457,5.869326522922616,210988.1322878187,3755.25106225083,0.0,-2351.263186475873,0.39278472747209675,9.000899189490182e-05,37040.17136306291,29.362702446742826,0.22732230432123482,5140.319580863684,128.06846863240443
2141.8385365008876,11920.065818876457,5.869326522922616,210988.1322878187,3755.25106225083,0.0,-2351.263186475873,0.39278472747209675,9.000899189490182e-05,37040.17136306291,29.362702446742826,0.22732230432123482,5140.319580863684,128.06846863240443
2425.7467295833767,13634.538670620266,6.223452632125129,248406.62238892846,3763.5343912692306,0.0,-2349.3908611595934,0.41833901772215476,9.000899189490182e-05,36956.16931653777,28.49902271972181,0.19298536780993492,5146.180624969974,135.52312802353774
2817.482089555437,16191.729461397408,6.861043689264591,303458.5724920943,3805.8603795260874,0.0,-2387.9997265744532,0.45359872256282635,9.000899189490182e-05,36839.450039336334,26.7717348621825,0.17955497241300647,5212.194903143443,145.51533243585516
2941.464991615086,17056.943341130733,7.098827325380809,321690.0804478006,3819.850540174077,0.0,-2404.223712301702,0.46475829858941975,9.000899189490182e-05,36801.97811228858,26.013686801293638,0.19397091036559738,5239.351441311857,148.5963467777741
2941.464991615086,17056.943341130733,7.098827325380809,321690.0804478006,3819.850540174077,0.0,-2404.223712301702,0.46475829858941975,9.000899189490182e-05,36801.97811228858,26.013686801293638,0.19397091036559738,5239.351441311857,148.5963467777741
3080.480016342993,18063.496933840008,7.386018556215015,342582.13438895077,3832.483773200366,0.0,-2419.453978850479,0.4772709008234235,9.000899189490182e-05,36759.726023937976,25.057362690330933,0.2119486542491123,5269.679728123807,151.99871528367748
3272.2923770996595,19520.99426659562,7.817999970398574,372176.68631738133,3842.5252193802057,0.0,-2432.9304015338475,0.49453573804811224,9.000899189490182e-05,36701.07186313227,23.548910894866058,0.24046073859693687,5308.929436602491,156.59525933276674
